"icd_class","year","age","race","sex","cause","death_count","population_count"
"icd_08","1970","1-4","black","male","all_cause",1467,975063
"icd_08","1970","1-4","black","male","all_external",621,975063
"icd_08","1970","1-4","black","male","non_external",846,975063
"icd_08","1970","1-4","other","female","all_cause",84,116132
"icd_08","1970","1-4","other","female","all_external",41,116132
"icd_08","1970","1-4","other","female","non_external",43,116132
"icd_08","1970","1-4","other","male","all_cause",117,119438
"icd_08","1970","1-4","other","male","all_external",58,119438
"icd_08","1970","1-4","other","male","non_external",59,119438
"icd_08","1970","1-4","white","female","all_cause",3714,5.61497e+006
"icd_08","1970","1-4","white","female","all_external",1389,5.61497e+006
"icd_08","1970","1-4","white","female","non_external",2325,5.61497e+006
"icd_08","1970","1-4","white","male","all_cause",4910,5.87308e+006
"icd_08","1970","1-4","white","male","all_external",2119,5.87308e+006
"icd_08","1970","1-4","white","male","non_external",2791,5.87308e+006
"icd_08","1970","5-9","black","female","all_cause",652,1.37007e+006
"icd_08","1970","5-9","black","female","all_external",352,1.37007e+006
"icd_08","1970","5-9","black","female","non_external",300,1.37007e+006
"icd_08","1970","5-9","black","male","all_cause",897,1.37736e+006
"icd_08","1970","5-9","black","male","all_external",581,1.37736e+006
"icd_08","1970","5-9","black","male","non_external",316,1.37736e+006
"icd_08","1970","5-9","other","female","all_cause",49,153345
"icd_08","1970","5-9","other","female","all_external",29,153345
"icd_08","1970","5-9","other","female","non_external",20,153345
"icd_08","1970","5-9","other","male","all_cause",58,158048
"icd_08","1970","5-9","other","male","all_external",30,158048
"icd_08","1970","5-9","other","male","non_external",28,158048
"icd_08","1970","5-9","white","female","all_cause",2646,8.26433e+006
"icd_08","1970","5-9","white","female","all_external",1057,8.26433e+006
"icd_08","1970","5-9","white","female","non_external",1589,8.26433e+006
"icd_08","1970","5-9","white","male","all_cause",4099,8.63309e+006
"icd_08","1970","5-9","white","male","all_external",2119,8.63309e+006
"icd_08","1970","5-9","white","male","non_external",1980,8.63309e+006
"icd_08","1970","10-14","black","female","all_cause",562,1.40315e+006
"icd_08","1970","10-14","black","female","all_external",237,1.40315e+006
"icd_08","1970","10-14","black","female","non_external",325,1.40315e+006
"icd_08","1970","10-14","black","male","all_cause",971,1.40672e+006
"icd_08","1970","10-14","black","male","all_external",635,1.40672e+006
"icd_08","1970","10-14","black","male","non_external",336,1.40672e+006
"icd_08","1970","10-14","other","female","all_cause",37,148185
"icd_08","1970","10-14","other","female","all_external",20,148185
"icd_08","1970","10-14","other","female","non_external",17,148185
"icd_08","1970","10-14","other","male","all_cause",84,150297
"icd_08","1970","10-14","other","male","all_external",56,150297
"icd_08","1970","10-14","other","male","non_external",28,150297
"icd_08","1970","10-14","white","female","all_cause",2410,8.64739e+006
"icd_08","1970","10-14","white","female","all_external",1027,8.64739e+006
"icd_08","1970","10-14","white","female","non_external",1383,8.64739e+006
"icd_08","1970","10-14","white","male","all_cause",4382,9.03373e+006
"icd_08","1970","10-14","white","male","all_external",2708,9.03373e+006
"icd_08","1970","10-14","white","male","non_external",1674,9.03373e+006
"icd_08","1970","15-19","black","female","all_cause",1053,1.22144e+006
"icd_08","1970","15-19","black","female","all_external",459,1.22144e+006
"icd_08","1970","15-19","black","female","non_external",594,1.22144e+006
"icd_08","1970","15-19","black","male","all_cause",2775,1.20161e+006
"icd_08","1970","15-19","black","male","all_external",2114,1.20161e+006
"icd_08","1970","15-19","black","male","non_external",661,1.20161e+006
"icd_08","1970","15-19","other","female","all_cause",97,135971
"icd_08","1970","15-19","other","female","all_external",57,135971
"icd_08","1970","15-19","other","female","non_external",40,135971
"icd_08","1970","15-19","other","male","all_cause",232,140972
"icd_08","1970","15-19","other","male","all_external",186,140972
"icd_08","1970","15-19","other","male","non_external",46,140972
"icd_08","1970","15-19","white","female","all_cause",4672,8.07909e+006
"icd_08","1970","15-19","white","female","all_external",2833,8.07909e+006
"icd_08","1970","15-19","white","female","non_external",1839,8.07909e+006
"icd_08","1970","15-19","white","male","all_cause",12200,8.29127e+006
"icd_08","1970","15-19","white","male","all_external",9628,8.29127e+006
"icd_08","1970","15-19","white","male","non_external",2572,8.29127e+006
"icd_08","1970","20-24","black","female","all_cause",1404,974372
"icd_08","1970","20-24","black","female","all_external",615,974372
"icd_08","1970","20-24","black","female","non_external",789,974372
"icd_08","1970","20-24","black","male","all_cause",3769,839848
"icd_08","1970","20-24","black","male","all_external",2961,839848
"icd_08","1970","20-24","black","male","non_external",808,839848
"icd_08","1970","20-24","other","female","all_cause",133,138373
"icd_08","1970","20-24","other","female","all_external",84,138373
"icd_08","1970","20-24","other","female","non_external",49,138373
"icd_08","1970","20-24","other","male","all_cause",288,136601
"icd_08","1970","20-24","other","male","all_external",246,136601
"icd_08","1970","20-24","other","male","non_external",42,136601
"icd_08","1970","20-24","white","female","all_cause",4826,7.34101e+006
"icd_08","1970","20-24","white","female","all_external",2691,7.34101e+006
"icd_08","1970","20-24","white","female","non_external",2135,7.34101e+006
"icd_08","1970","20-24","white","male","all_cause",13812,6.94082e+006
"icd_08","1970","20-24","white","male","all_external",10834,6.94082e+006
"icd_08","1970","20-24","white","male","non_external",2978,6.94082e+006
"icd_08","1970","25-34","black","female","all_cause",3362,1.45556e+006
"icd_08","1970","25-34","black","female","all_external",939,1.45556e+006
"icd_08","1970","25-34","black","female","non_external",2423,1.45556e+006
"icd_08","1970","25-34","black","male","all_cause",6858,1.22563e+006
"icd_08","1970","25-34","black","male","all_external",4148,1.22563e+006
"icd_08","1970","25-34","black","male","non_external",2710,1.22563e+006
"icd_08","1970","25-34","other","female","all_cause",273,230020
"icd_08","1970","25-34","other","female","all_external",112,230020
"icd_08","1970","25-34","other","female","non_external",161,230020
"icd_08","1970","25-34","other","male","all_cause",414,216866
"icd_08","1970","25-34","other","male","all_external",281,216866
"icd_08","1970","25-34","other","male","non_external",133,216866
"icd_08","1970","25-34","white","female","all_cause",9259,1.10045e+007
"icd_08","1970","25-34","white","female","all_external",3569,1.10045e+007
"icd_08","1970","25-34","white","female","non_external",5690,1.10045e+007
"icd_08","1970","25-34","white","male","all_cause",19027,1.07749e+007
"icd_08","1970","25-34","white","male","all_external",12297,1.07749e+007
"icd_08","1970","25-34","white","male","non_external",6730,1.07749e+007
"icd_08","1970","35-44","black","female","all_cause",6978,1.30932e+006
"icd_08","1970","35-44","black","female","all_external",867,1.30932e+006
"icd_08","1970","35-44","black","female","non_external",6111,1.30932e+006
"icd_08","1970","35-44","black","male","all_cause",10372,1.08428e+006
"icd_08","1970","35-44","black","male","all_external",3212,1.08428e+006
"icd_08","1970","35-44","black","male","non_external",7160,1.08428e+006
"icd_08","1970","35-44","other","female","all_cause",417,198424
"icd_08","1970","35-44","other","female","all_external",97,198424
"icd_08","1970","35-44","other","female","non_external",320,198424
"icd_08","1970","35-44","other","male","all_cause",568,168088
"icd_08","1970","35-44","other","male","all_external",204,168088
"icd_08","1970","35-44","other","male","non_external",364,168088
"icd_08","1970","35-44","white","female","all_cause",20004,1.03488e+007
"icd_08","1970","35-44","white","female","all_external",3970,1.03488e+007
"icd_08","1970","35-44","white","female","non_external",16034,1.03488e+007
"icd_08","1970","35-44","white","male","all_cause",34278,9.97887e+006
"icd_08","1970","35-44","white","male","all_external",10667,9.97887e+006
"icd_08","1970","35-44","white","male","non_external",23611,9.97887e+006
"icd_08","1970","45-54","black","female","all_cause",11834,1.13363e+006
"icd_08","1970","45-54","black","female","all_external",703,1.13363e+006
"icd_08","1970","45-54","black","female","non_external",11131,1.13363e+006
"icd_08","1970","45-54","black","male","all_cause",17395,978621
"icd_08","1970","45-54","black","male","all_external",2756,978621
"icd_08","1970","45-54","black","male","non_external",14639,978621
"icd_08","1970","45-54","other","female","all_cause",549,130757
"icd_08","1970","45-54","other","female","all_external",65,130757
"icd_08","1970","45-54","other","female","non_external",484,130757
"icd_08","1970","45-54","other","male","all_cause",862,130455
"icd_08","1970","45-54","other","male","all_external",178,130455
"icd_08","1970","45-54","other","male","non_external",684,130455
"icd_08","1970","45-54","white","female","all_cause",49793,1.07563e+007
"icd_08","1970","45-54","white","female","all_external",4803,1.07563e+007
"icd_08","1970","45-54","white","female","non_external",44990,1.07563e+007
"icd_08","1970","45-54","white","male","all_cause",89084,1.00902e+007
"icd_08","1970","45-54","white","male","all_external",11737,1.00902e+007
"icd_08","1970","45-54","white","male","non_external",77347,1.00902e+007
"icd_08","1970","55-64","black","female","all_cause",17244,868176
"icd_08","1970","55-64","black","female","all_external",473,868176
"icd_08","1970","55-64","black","female","non_external",16771,868176
"icd_08","1970","55-64","black","male","all_cause",24073,739129
"icd_08","1970","55-64","black","male","all_external",1743,739129
"icd_08","1970","55-64","black","male","non_external",22330,739129
"icd_08","1970","55-64","other","female","all_cause",568,75795
"icd_08","1970","55-64","other","female","all_external",27,75795
"icd_08","1970","55-64","other","female","non_external",541,75795
"icd_08","1970","55-64","other","male","all_cause",1355,95500
"icd_08","1970","55-64","other","male","all_external",147,95500
"icd_08","1970","55-64","other","male","non_external",1208,95500
"icd_08","1970","55-64","white","female","all_cause",89850,8.85305e+006
"icd_08","1970","55-64","white","female","all_external",4367,8.85305e+006
"icd_08","1970","55-64","white","female","non_external",85483,8.85305e+006
"icd_08","1970","55-64","white","male","all_cause",175283,7.95816e+006
"icd_08","1970","55-64","white","male","all_external",10936,7.95816e+006
"icd_08","1970","55-64","white","male","non_external",164347,7.95816e+006
"icd_08","1970","65-74","black","female","all_cause",22466,581881
"icd_08","1970","65-74","black","female","all_external",489,581881
"icd_08","1970","65-74","black","female","non_external",21977,581881
"icd_08","1970","65-74","black","male","all_cause",26749,460939
"icd_08","1970","65-74","black","male","all_external",1013,460939
"icd_08","1970","65-74","black","male","non_external",25736,460939
"icd_08","1970","65-74","other","female","all_cause",792,50880
"icd_08","1970","65-74","other","female","all_external",34,50880
"icd_08","1970","65-74","other","female","non_external",758,50880
"icd_08","1970","65-74","other","male","all_cause",1803,60619
"icd_08","1970","65-74","other","male","all_external",122,60619
"icd_08","1970","65-74","other","male","non_external",1681,60619
"icd_08","1970","65-74","white","female","all_cause",157278,6.36561e+006
"icd_08","1970","65-74","white","female","all_external",4330,6.36561e+006
"icd_08","1970","65-74","white","female","non_external",152948,6.36561e+006
"icd_08","1970","65-74","white","male","all_cause",236443,4.91553e+006
"icd_08","1970","65-74","white","male","all_external",8294,4.91553e+006
"icd_08","1970","65-74","white","male","non_external",228149,4.91553e+006
"icd_08","1970","75-84","black","female","all_cause",15385,229917
"icd_08","1970","75-84","black","female","all_external",327,229917
"icd_08","1970","75-84","black","female","non_external",15058,229917
"icd_08","1970","75-84","black","male","all_cause",15944,168633
"icd_08","1970","75-84","black","male","all_external",404,168633
